1,"[2850, 179]"
2,[575]
3,[4]
5,"[612, 1097]"
6,[1484]
7,"[1, 233, 232, 56, 61, 2]"
8,[1219]
9,[86]
10,[61]
11,"[86, 86]"
12,"[742, 2096]"
15,"[3704, 3135]"
16,[190]
18,[575]
19,[86]
20,[4]
22,[67]
24,[9]
26,"[4328, 46]"
28,"[11142, 2092, 4]"
30,"[61, 233]"
31,"[61, 86]"
32,"[61, 74, 18, 86]"
33,[565]
36,"[6, 187]"
37,"[30, 86, 12]"
41,[86]
44,[1447]
45,[181]
47,"[4, 4]"
48,[321]
49,[61]
50,[61]
51,"[503, 8574, 16, 3816, 73, 395, 73, 965, 74, 896, 8582, 39, 73, 16, 73, 1446, 17, 6815, 17, 74, 4927]"
52,"[130, 21, 15, 20, 727]"
53,"[81, 10692, 25, 13]"
54,"[826, 21, 9822, 24, 6171]"
55,"[130, 39, 24, 496, 11499, 510, 6045, 130, 234, 25, 372, 366, 130, 209, 24, 204, 360]"
56,"[10903, 309, 213, 956, 1911, 9501, 39]"
57,[13]
58,"[74, 130, 130, 287, 10586, 130, 105, 79, 187]"
59,"[1547, 42, 16, 275, 19, 16, 81, 25, 84, 39, 18, 16, 25, 25, 84, 18, 2805, 934, 16, 2593, 25]"
62,[17]
63,"[23, 13, 23, 14]"
64,"[2349, 33, 187, 309, 604, 74, 500]"
65,"[389, 78, 79, 109, 285, 81, 73, 389, 84, 81, 389, 512, 73, 296, 387, 73, 195, 73, 78, 78, 6103, 127]"
66,"[8732, 18, 21]"
67,"[352, 184, 39, 18, 1032, 8523, 39, 39, 238, 3699, 238, 130, 209, 357, 238, 203, 19, 25, 39, 130, 642, 24, 216, 5876, 3184, 39, 3970, 238]"
69,"[829, 130]"
70,"[833, 18, 3591, 836, 15, 39, 1680, 18, 187, 130]"
71,"[79, 296, 130, 1530, 79]"
72,"[74, 713, 73, 352, 74, 1994, 2625, 25, 11070, 16, 9255, 508, 11074, 18, 187, 508, 24, 16, 18, 16, 74, 513, 234, 4013, 191, 39, 233, 187, 74, 24, 18, 1478, 14, 17, 195, 16, 238, 389, 1492, 74, 195, 74, 3882]"
73,"[13, 20, 13]"
75,"[25, 74, 16]"
77,"[25, 508]"
80,"[18, 18, 39, 18]"
81,"[389, 21, 195, 18, 62, 79, 21, 2522, 213, 130, 79]"
82,[10098]
83,[25]
84,"[26, 81, 11936]"
85,"[1858, 10092, 900, 195, 25]"
86,"[625, 24, 730]"
88,"[79, 79, 102, 18, 1426, 102, 234, 81, 79, 79, 79, 18, 79, 102]"
89,"[49, 766, 49, 234, 130, 10599, 481, 324, 39, 2352, 11235, 199, 662, 206, 130, 508, 216, 671, 24, 1613, 134, 658, 39, 208, 24, 232, 18, 364, 206, 49, 39, 17]"
90,[309]
91,"[962, 885]"
93,"[14, 66]"
95,"[39, 127, 24]"
96,"[130, 829, 192, 735, 25]"
97,"[625, 195]"
98,"[908, 16, 25, 17, 896]"
99,"[2192, 73, 360, 5317, 7800]"
100,"[509, 25, 195, 4356, 3439, 17]"
101,[50]
102,[14]
103,"[14, 545]"
106,[34]
107,"[6171, 33, 18, 70]"
126,"[84, 69, 8024, 191, 67]"
137,"[1995, 14]"
151,"[234, 13]"
