(63, 16324, 0.25)
(63, 72, 0.049562035358096515)
(63, 73, 0.24537386440559097)
(63, 727, 0.42485291572496003)
(63, 221, 0.11180339887498947)
(63, 6762, 0.1625)
(63, 238, 0.07537783614444091)
(63, 18040, 0.30052038200428266)
(64, 529, 0.0944911182523068)
(64, 4118, 0.08189230248533255)
(64, 3109, 0.1091089451179962)
(64, 1067, 0.1336306209562122)
(64, 15880, 0.17371980724307584)
(64, 56, 0.09285714285714286)
(64, 58, 0.10708993401928102)
(64, 6582, 0.1336306209562122)
(64, 70, 0.05976143046671968)
(64, 1609, 0.10029717747535974)
(64, 1098, 0.12371791482634839)
(64, 5709, 0.14184162865339506)
(64, 1892, 0.07715167498104596)
(64, 3164, 0.12344267996967354)
(64, 3707, 0.0944911182523068)
(64, 632, 0.1851640199545103)
(64, 154, 0.03450327796711771)
(64, 1983, 0.1091089451179962)
(64, 1398, 0.08451542547285165)
(64, 3289, 0.12283845372799884)
(64, 5347, 0.17371980724307584)
(64, 16614, 0.1889822365046136)
(64, 4049, 0.1889822365046136)
(64, 238, 0.05698028822981897)
(64, 981, 0.08451542547285165)
(64, 777, 0.1336306209562122)
(64, 10522, 0.1336306209562122)
(64, 1312, 0.1889822365046136)
(64, 292, 0.046862016945697554)
(64, 1835, 0.14184162865339506)
(64, 1332, 0.1336306209562122)
(64, 9869, 0.1336306209562122)
(64, 227, 0.05185629788417316)
(64, 4435, 0.1091089451179962)
(64, 7640, 0.1889822365046136)
(64, 863, 0.0629940788348712)
(64, 11638, 0.18548520670059354)
(64, 1990, 0.1336306209562122)
(64, 8068, 0.0944911182523068)
(64, 1945, 0.1889822365046136)
(64, 418, 0.086710996952412)
(64, 1969, 0.1889822365046136)
(64, 1970, 0.1889822365046136)
(64, 16910, 0.1889822365046136)
(64, 4853, 0.1336306209562122)
(64, 3536, 0.22717205562556073)
(64, 15315, 0.1336306209562122)
(64, 8149, 0.1336306209562122)
(64, 3057, 0.12055275622302061)
(64, 3411, 0.17744885245640568)
(64, 767, 0.1889822365046136)
(64, 511, 0.10866478599015283)
(65, 4118, 0.27005424071710654)
(65, 14359, 0.10660035817780521)
(65, 2082, 0.07537783614444091)
(65, 53, 0.09061030445113442)
(65, 58, 0.035533452725935076)
(65, 72, 0.11216917531150623)
(65, 2121, 0.2567645425346543)
(65, 4177, 0.29541957835039856)
(65, 2130, 0.3480138450746412)
(65, 4179, 0.23387383286073216)
(65, 84, 0.10462776733243281)
(65, 10327, 0.14770978917519928)
(65, 88, 0.1766388935124388)
(65, 2137, 0.2185307342645007)
(65, 97, 0.09799118698777318)
(65, 6249, 0.3631198983890315)
(65, 1046, 0.07537783614444091)
(65, 154, 0.33670079334985864)
(65, 156, 0.33046111035119613)
(65, 2206, 0.25584085962673253)
(65, 159, 0.26982036673133164)
(65, 163, 0.14191497503737982)
(65, 173, 0.6872608246346077)
(65, 176, 0.13502712035855327)
(65, 2226, 0.04767312946227962)
(65, 182, 0.4719969284629604)
(65, 190, 0.5502582038544186)
(65, 191, 0.14778670133306682)
(65, 196, 0.10660035817780521)
(65, 198, 0.057306988309375584)
(65, 203, 0.49749371855331)
(65, 207, 0.3459177516536133)
(65, 210, 0.31464265445104544)
(65, 1098, 0.13492021050777828)
(65, 220, 0.26005353469832115)
(65, 221, 0.3241772803435014)
(65, 222, 0.231416764751961)
(65, 226, 0.2185957248188786)
(65, 227, 0.18281810603178264)
(65, 229, 0.383635146885587)
(65, 230, 0.20787429491892034)
(65, 234, 0.48667040810429585)
(65, 237, 0.04767312946227962)
(65, 238, 0.054640069455324125)
(65, 253, 0.33920026264998404)
(65, 14599, 0.10660035817780521)
(65, 8479, 0.33046111035119613)
(65, 288, 0.019795189561622396)
(65, 289, 0.024661001260390523)
(65, 293, 0.21213203435596426)
(65, 2346, 0.2826668855416534)
(65, 300, 0.12385842357671556)
(65, 2361, 0.19079181101796572)
(65, 735, 0.11234935523792569)
(65, 316, 0.12490255942393394)
(65, 321, 0.053300179088902604)
(65, 324, 0.2622022120425379)
(65, 333, 0.07676494735787384)
(65, 4432, 0.4447292332522013)
(65, 4444, 0.21452908258025824)
(65, 352, 0.053300179088902604)
(65, 355, 0.040291148201269014)
(65, 359, 0.2336712920477668)
(65, 362, 0.09061030445113442)
(65, 366, 0.3091410387156351)
(65, 4468, 0.12309149097933272)
(65, 10616, 0.07537783614444091)
(65, 377, 0.14770978917519928)
(65, 378, 0.4558423058385518)
(65, 10625, 0.12814232144554955)
(65, 4488, 0.10660035817780521)
(65, 2463, 0.06154574548966636)
(65, 416, 0.2567645425346543)
(65, 418, 0.07336739820667777)
(65, 420, 0.2812714638274498)
(65, 422, 0.10660035817780521)
(65, 424, 0.13698990388431465)
(65, 432, 0.26005353469832115)
(65, 437, 0.07537783614444091)
(65, 439, 0.25584085962673253)
(65, 456, 0.053300179088902604)
(65, 1379, 0.09061030445113442)
(65, 466, 0.027524094128159017)
(65, 419, 0.09061030445113442)
(65, 472, 0.3133397807202561)
(65, 481, 0.053300179088902604)
(65, 486, 0.384616945551278)
(65, 2535, 0.18115789195666254)
(65, 488, 0.40508136107565984)
(65, 490, 0.2336712920477668)
(65, 423, 0.12871744954815495)
(65, 498, 0.28612389469752975)
(65, 499, 0.27695585470349865)
(65, 2554, 0.16523055517559807)
(65, 511, 0.2958159939434094)
(65, 512, 0.15634719199411432)
(65, 517, 0.13491018336566582)
(65, 525, 0.041783582524659635)
(65, 533, 0.4648299895573855)
(65, 534, 0.12792042981336627)
(65, 536, 0.26189246330824856)
(65, 537, 0.08000946913656627)
(65, 538, 0.08104432008587535)
(65, 2591, 0.33046111035119613)
(65, 2597, 0.33046111035119613)
(65, 562, 0.23646819615374873)
(65, 6724, 0.14770978917519928)
(65, 6726, 0.06154574548966636)
(65, 18529, 0.28643577734887543)
(65, 599, 0.2543403137831496)
(65, 618, 0.38766492091636423)
(65, 6792, 0.2562846428910991)
(65, 683, 0.31687393535772373)
(65, 689, 0.12792042981336627)
(65, 693, 0.0692902328155734)
(65, 703, 0.08058229640253803)
(65, 707, 0.08839599998785473)
(65, 708, 0.23387383286073216)
(65, 716, 0.18115789195666254)
(65, 733, 0.26355798207862224)
(65, 2783, 0.33920026264998404)
(65, 17139, 0.18122060890226885)
(65, 4229, 0.1385804656311468)
(65, 810, 0.33046111035119613)
(65, 854, 0.15279384672152083)
(65, 855, 0.19079181101796572)
(65, 856, 0.04767312946227962)
(65, 858, 0.20548485582647197)
(65, 859, 0.3631198983890315)
(65, 860, 0.14770978917519928)
(65, 863, 0.23452078799117146)
(65, 867, 0.20454124574794497)
(65, 868, 0.2796285907419529)
(65, 898, 0.1661735128220992)
(65, 903, 0.0492365963917331)
(65, 920, 0.14778670133306682)
(65, 2983, 0.3077287274483318)
