1,[2850]
2,[575]
3,"[4, 2092]"
4,[141]
6,"[82, 4]"
7,"[2, 850, 2755, 1, 6, 61, 178, 232, 1, 804, 1, 1, 79, 61, 73, 1, 61, 73, 9823, 73, 234, 11757]"
8,"[1219, 141]"
9,"[571, 61, 61, 2794]"
10,[86]
11,[61]
12,"[5, 4]"
13,"[565, 12]"
15,"[3705, 5, 285]"
16,"[190, 61]"
17,"[12, 563, 61, 565]"
18,"[179, 61]"
19,"[575, 18, 61, 30]"
20,[1]
23,"[6765, 18, 3508, 6]"
24,"[563, 61]"
25,[3343]
29,[319]
30,"[18, 16, 2102, 963, 74, 600]"
31,"[61, 233]"
32,"[86, 74, 74, 86]"
34,[74]
36,"[86, 285, 61]"
37,[86]
38,"[565, 61]"
39,"[30, 179]"
40,"[18, 918, 39]"
41,[86]
44,"[179, 61]"
45,"[5786, 5786, 61, 18, 9827, 127, 61, 61, 3673, 127, 61, 181]"
46,"[545, 545, 545, 1099]"
47,"[233, 4119, 32, 524, 4120, 8558]"
51,"[25, 3495, 16, 184, 887, 187, 195, 16, 127, 395, 8599, 24, 127, 964, 17, 1048, 8584, 2006, 1735, 8579, 24, 8596, 195, 801, 25, 2006, 4938]"
52,"[557, 11613, 21, 18, 21]"
53,"[508, 79, 13, 18, 18, 187, 14, 13, 321, 95, 14, 347, 500, 18, 18, 21, 213, 13, 1956, 21, 81]"
54,"[13, 238, 824, 614]"
55,"[18, 130, 24, 49, 24, 201, 39, 519, 19, 517, 203, 18, 199, 39, 25, 365, 8500, 130, 130, 79, 202, 167, 25, 238, 202, 781, 208, 18, 3908, 195, 1237, 238, 24, 24, 2222, 230, 360, 1023, 1495, 74, 4140, 519, 203, 24, 24, 1727]"
56,"[321, 18, 79, 187, 18, 33, 18, 105, 18, 79, 39, 831, 18, 8013, 309, 959, 24, 527, 18, 13, 354, 3242, 1911]"
57,"[13, 6170, 6171, 15, 13, 22]"
58,"[18, 824, 74, 81, 13, 187, 230, 18, 210, 79, 781, 9972, 185, 130, 15, 79, 4886, 74, 21, 238, 187]"
59,"[79, 127, 3673, 2197, 25, 25, 389, 1542, 18, 16, 1859, 187, 275, 46, 3496, 16, 39, 10589, 16, 958, 184, 16, 1847, 16, 16, 73, 6795]"
61,"[25, 25, 3515, 933, 24, 16, 74, 24]"
63,"[18, 229, 14, 187, 13, 14, 23]"
64,"[187, 187, 500, 604, 18, 2887, 187, 187, 309]"
65,"[2380, 6103, 389, 56, 724, 195, 78, 799, 389, 109, 389, 10585, 78, 73, 79, 78, 78, 389, 389, 73, 81, 526, 73, 195, 195, 81, 389, 210, 8518, 195, 73, 955, 1911, 79, 73, 213, 79, 18, 3605, 230]"
66,"[187, 18, 13]"
67,"[3330, 25, 90, 4411, 509, 346, 130, 116, 364, 526, 285, 24, 18, 231, 352, 234, 1086, 4300, 39, 39, 24, 39, 3699, 1295, 508, 6051, 187, 25, 6049, 24, 39, 1087, 4223, 24, 3436, 201, 6037, 9945, 285, 25, 209, 24, 184, 102, 25, 641, 481, 824, 24, 39, 39, 130, 39, 18, 7729, 127, 346, 3176, 25, 706, 130, 3917, 215, 127, 134, 346, 39, 39, 209, 18, 708, 105, 24]"
68,"[968, 25, 17, 887, 3605, 39, 25]"
69,"[130, 352, 209, 625, 824, 85, 24, 83, 4103]"
70,"[14, 187, 90, 79, 73, 13, 6815, 79, 14, 81, 4897, 18, 503, 39, 18, 18, 14, 39]"
71,"[130, 81, 130, 130, 24, 13, 13]"
72,"[16, 10693, 3587, 74, 238, 74, 14, 494, 512, 195, 24, 18, 309, 16, 130, 6658, 799, 3965, 352, 213, 505, 25, 16, 3883, 396, 1048, 18, 23, 18, 33, 25, 840, 799, 885, 364, 73, 3, 1495, 121, 2333, 18, 18, 88, 426, 499, 16, 4787, 206, 395, 2805, 18, 18, 121, 19, 831, 199, 4589, 74, 16, 18, 18, 16, 24, 18, 4356, 9438, 838, 16, 25, 25, 395]"
73,"[13, 15, 38]"
75,"[16, 25, 18, 25, 25, 25]"
76,"[7869, 16]"
77,"[25, 13, 238, 5323, 4076, 134, 229, 352, 352]"
78,[25]
79,[25]
80,"[3605, 18, 13, 210, 2533]"
81,"[13, 14, 213, 7099, 213, 27, 13, 955, 130, 9828, 21, 18, 4278, 62, 21, 15, 4656, 15, 13, 130, 130, 230, 1849, 13]"
82,"[79, 364, 1858]"
84,"[39, 306, 396, 230, 18, 824, 309, 18, 3173, 39, 13, 81]"
85,"[25, 395, 892, 25, 395, 16, 889, 12085, 895, 16]"
86,"[130, 83, 824, 210, 83]"
87,[527]
88,"[79, 18, 18, 1041, 18, 195, 781, 79, 79, 18, 18, 79, 85, 1911]"
89,"[49, 3369, 49, 1727, 238, 8303, 5218, 285, 24, 1281, 215, 24, 18, 130, 39, 10601, 39, 3210, 206, 8498, 508, 481, 658, 285, 18, 658, 130, 1735, 39, 10457, 24, 483, 7746, 1735, 9919, 39, 5885, 187, 18, 12148, 354, 228, 324, 39, 73, 39, 18, 215, 187, 24, 4959, 2785, 216, 18, 6750, 39, 1886, 124, 24, 781, 232, 1097, 24, 203, 39, 130, 9921, 208, 130, 1495, 127, 9420, 134, 1237, 944, 39, 24, 730, 5659, 18, 234, 767, 199, 39]"
90,"[626, 370, 18, 309]"
91,"[956, 25]"
93,"[18, 14]"
94,"[36, 37]"
95,"[185, 195, 2200, 512, 8577]"
96,"[25, 192, 73]"
97,"[625, 3375, 206, 8498, 130, 3210, 8301, 130, 625, 24, 195, 130, 625, 8497]"
98,"[8590, 121, 25, 961, 74, 395, 16]"
99,"[8513, 16, 1495, 78, 73, 889, 1790, 16, 25, 79, 5316, 360, 2197]"
101,"[49, 56]"
102,[18]
103,[1096]
106,[33]
107,"[18, 14, 187, 61]"
121,[47]
122,[46]
126,"[364, 15, 8024]"
132,[14]
137,[47]
143,[14]
146,"[12218, 15]"
148,[821]
151,"[299, 13]"
152,"[387, 75, 387, 387, 79, 387, 387, 195, 424, 76, 387, 213, 387]"
153,"[74, 74, 17]"
