58,"[292, 1687, 333, 333, 1682, 1597, 1682, 681, 1242, 8243, 892, 340, 466, 892, 292, 1244, 1242, 292, 2458, 523, 290, 2778, 768, 295, 908, 289, 959, 1683, 1686, 793, 300, 461, 951, 344, 1683, 835, 461, 681, 461, 681, 793, 89, 344, 89]"
59,"[4126, 233, 190, 1104, 233, 7, 233, 81, 72, 2014, 7, 1711, 930, 1118, 726, 190, 4143, 36, 190, 5806, 233, 9978, 517]"
60,[11493]
61,"[518, 10413, 58, 6756, 71, 1146, 360, 389, 1415, 6756, 196, 389, 1758, 2565, 421, 1755, 5925, 71, 3458, 389, 1098, 9822, 2075, 3205, 2075, 8504, 863, 3205, 421, 10413, 6756, 220, 952]"
62,"[182, 182, 5074, 154, 1790, 72, 1790, 1384, 72, 81, 489, 18408, 1072, 961, 154, 173, 3302, 715, 1801, 72, 238, 4122, 72, 187, 378, 221, 229, 72, 81, 961, 190, 961, 72, 81, 191, 1072, 14354, 18048, 1787, 51, 72, 1785, 1785]"
63,"[614, 2782, 6065, 1468, 4115, 8423, 4092, 4165, 534, 88, 3477, 1369, 198, 188, 9919, 2902, 1254, 1812, 8126, 3, 4971, 1426, 2121, 1343, 1261, 2183, 1342, 3299, 5754, 154, 1469, 630, 187, 10537, 1660, 917, 1815]"
64,[1821]
65,[371]
66,"[1895, 997, 1889, 1017, 85, 6742, 1892, 877, 157, 7347, 51, 68, 993, 1019, 877, 1886, 40, 1882, 3768, 993, 1884, 2559, 1894, 99, 9253, 877, 2562, 1013, 72, 61, 1883, 1879, 2535, 7342, 229, 1896, 2559, 1014, 1901, 1886, 85, 3941, 15601, 1013, 1006, 85, 994, 1902, 2562, 997, 1887, 998, 9253, 1891, 1122, 1891]"
69,[3666]
71,[944]
73,"[997, 997, 187, 68, 1710, 620, 930, 30, 222, 997, 1890, 2026, 985, 2037, 1072, 8215, 1013, 3281, 928, 1013, 441, 51, 2031, 878, 998, 1502, 98, 1890, 2026, 59, 56, 2572, 2572, 91, 441, 2556, 3281, 1089, 1073, 997, 222, 2030, 189]"
74,"[2044, 2044, 2044]"
75,"[89, 498]"
76,"[397, 2093]"
78,"[7982, 5871, 7958, 7969, 5503, 17962, 2667, 7695, 1752, 11209, 11128, 16109, 7982]"
79,"[1556, 292]"
80,[2185]
83,"[2316, 2322, 2318, 2318, 2319, 2322, 2298, 2300, 2305]"
84,"[2352, 732, 2345, 2348, 1244, 857, 176]"
85,"[2354, 234, 234]"
87,"[300, 2023, 795, 456, 701, 456, 1444, 907, 294, 294, 3318, 332, 476, 4697, 795, 907]"
88,"[1947, 2279]"
89,[209]
90,"[11782, 1478, 5257, 1160, 3987, 11770, 12687, 687, 538, 294, 1076, 6458, 7142, 11672, 1797, 4434, 159, 2454, 2439, 8558, 5767, 1460, 18659, 2439, 493, 1230, 3586, 8802, 6140, 12752, 13463, 15249, 4785, 2893, 10632, 1225, 1447, 46, 945, 103, 364, 951, 2544, 12599, 3609, 17157, 2554, 2438, 187, 9348, 4543, 979, 16340, 986, 2448]"
91,"[2493, 882, 7375]"
92,"[1686, 89, 2497]"
96,[2936]
97,"[755, 2600]"
98,"[679, 318, 2595, 2595, 318]"
99,[1104]
101,"[1145, 412, 8, 209, 537, 1910, 397, 1670, 2850, 830, 8384, 982, 1180, 1868, 540, 412, 1671, 857, 493, 16164, 1910]"
102,"[2424, 202, 602, 2636, 2628, 2628, 2632, 750, 3427, 2628, 197, 2627, 2628, 2630, 154, 2893, 197, 434, 2786, 1858, 197]"
103,[2651]
104,"[300, 1662, 2653, 1933, 1515, 289, 2659, 7, 2841, 4791, 342, 1360, 1186, 534, 2077, 533, 614, 541, 8192, 453, 5453, 725, 1515, 355, 708, 362, 203, 1872, 1145, 3478, 1672, 1044, 978, 4180, 498, 1180, 1119, 10924, 7322, 9743, 705, 12104, 4561, 3427, 937, 15284, 1243, 1662, 1867, 510, 707, 2525, 470, 982, 3871, 16665, 17787, 10924, 526, 725, 5780]"
106,"[12839, 2733, 2685]"
108,"[1260, 3197]"
109,"[868, 5010, 2796, 2784, 4165, 2781, 253]"
110,"[409, 2802, 325, 289, 9013, 2802, 409]"
111,"[2747, 2817, 2819, 233, 13950, 2817, 173, 2810, 11625, 10890]"
114,[1803]
115,[2862]
117,"[997, 1008, 1306, 7075, 176, 187, 8789, 14534, 6737, 9647, 3302, 2900, 1014, 994, 730, 8546, 1006, 1298, 99, 2347, 3313, 1021, 193, 7138, 717, 167, 192, 2933, 5452, 6070, 2444, 16141, 7347, 3230, 1004, 6708, 1081, 187, 5261, 994, 2031, 1014, 1413, 906, 8546, 77, 2558, 5123]"
118,"[377, 2946, 377, 1974, 2949, 2954]"
119,"[824, 1527, 461, 2966]"
120,"[1380, 292, 544, 1459, 1459]"
123,"[1099, 1801, 1099]"
124,"[4306, 173, 4024, 192, 504, 182, 2014, 707, 1061, 8741, 187, 1859, 1186, 951, 1787, 220, 1061, 182, 203, 3045, 1145, 4306, 516, 209]"
127,[945]
128,[3103]
129,"[8363, 265]"
132,[310]
133,"[340, 679]"
135,"[1336, 7514, 1322, 1334, 5184]"
136,"[295, 294, 333, 288, 498, 310, 4469, 525, 333, 701, 329, 3173]"
137,[167]
139,[1672]
140,"[208, 4118, 208, 199, 3252, 225, 225, 207]"
141,[1091]
142,"[1083, 3276, 1083]"
143,"[7590, 3778, 10394, 16333, 7845, 14518, 1825, 18439, 7841, 7119, 3062, 10394, 1819]"
144,"[157, 1037]"
146,[344]
147,"[1052, 1580, 288, 3328, 542, 289]"
148,[3348]
149,"[288, 981, 2440, 16746, 6246, 230, 2462, 3373, 683, 534, 2432, 6137, 187, 1771, 1246, 1116, 220, 3413, 481, 13832, 7449, 1556, 283, 10369, 246, 3193, 1934, 2407, 3200, 481, 2440, 903, 349, 3502, 8707, 191, 86, 1768, 1793, 1793, 1601, 523, 5934, 900, 497, 497, 3367, 697, 486, 318, 889, 536, 502, 157, 1775, 7724, 733, 5226, 11726, 1775, 18368, 246, 301, 412, 1246, 1383, 1511, 67, 8409, 1590, 3171, 11722, 293, 5923, 4260, 3920, 3374, 412, 787, 680, 246, 1044, 1866, 683, 727, 6246, 84, 12890, 697, 7288, 3757, 302, 198, 3413, 1383, 8409, 1463, 266, 1673, 302, 10963, 166, 903]"
150,"[257, 1445]"
151,"[3381, 3381]"
152,"[1043, 324, 461, 481, 420, 1632, 681, 300, 481, 3398, 1400, 466, 1673, 540, 97, 12302, 679, 2435, 289, 470, 686, 709, 498, 466, 1048, 1360, 325, 72, 716, 333, 1453, 3193, 1244, 681, 481, 498, 523]"
153,"[1985, 5348, 1787, 47, 2964, 6134, 3621]"
154,"[1044, 930]"
155,"[1242, 3448, 3201, 1878, 206, 866, 5672]"
156,"[207, 1806]"
158,[3490]
159,"[425, 175, 867, 1937, 288, 12013, 191, 55, 187, 72, 690, 4566, 13351, 77, 55, 1053, 4710, 1456, 5684, 2518, 3991, 4572, 293, 3067, 4706, 867, 1406, 14260, 3992, 1053, 6429, 3129, 690, 690, 1053, 55, 4732, 265, 1380, 66, 301, 310, 617, 107, 175, 497, 890, 157, 2024, 173, 72, 279, 486, 3164, 680, 329, 798, 247, 332, 77, 14634, 8595, 2390, 2521, 8068, 465, 4113, 722, 7302, 238, 3992, 1475, 3863, 1379, 867, 906, 896, 328, 8497, 287, 8605, 4572, 3503, 4025, 17612, 1601, 90, 3311, 5684, 475, 1009, 296, 2783]"
161,"[5667, 5459, 487, 8881, 4136, 487, 3544, 3545, 10069, 487, 498]"
162,"[457, 498]"
163,"[11973, 3594, 10183, 2454]"
164,"[204, 159, 1643, 204]"
168,"[1956, 3702, 3767, 10549]"
170,"[2727, 2148, 603, 2594, 759, 834, 9997, 1561, 7051, 18205, 2143, 1131, 8510, 4428, 3719, 816, 2744, 6130, 5217, 2697, 8259, 839, 5603, 1099, 779, 2718, 1504, 825, 5105, 4502, 2151, 6797, 2967, 1264, 2679, 949, 860]"
171,"[2587, 295, 170, 1179, 3733, 220, 220, 3732, 2602, 2271, 703, 4118, 1934, 1632, 3707, 377, 1090, 913, 2582, 768, 1400, 3767, 6303, 3475, 65, 913, 3732, 84, 757, 4074, 2125, 2521, 1179, 440, 1179, 1122, 3730, 4074, 1609, 913, 250, 4063, 1155, 1195]"
172,"[173, 1409, 1400, 1394, 1394, 1400, 1400, 1400]"
173,[425]
174,"[3105, 1377, 683]"
175,"[2453, 9190, 360, 5266, 5266]"
177,"[163, 2009, 959, 1412, 724, 2975, 937, 2789, 730, 944, 924, 152, 584, 1342, 1411, 2343]"
178,[2654]
179,"[3794, 89, 1455]"
181,[517]
183,[599]
184,"[506, 522, 418, 1990, 518, 1990, 418, 81]"
185,[3911]
186,"[704, 378]"
187,"[874, 3940, 163, 163, 86, 13817, 735, 3264]"
188,[2342]
189,"[493, 1186, 707]"
190,"[12352, 3951, 5215, 3947, 3950, 3947, 3949, 3951, 1081, 5000, 3950, 4686, 5569, 5000, 3977, 289, 1081, 3176, 289, 2548, 3949, 386, 3576, 1460, 3960, 4674, 708, 251, 3969, 3952, 3973, 360, 3961, 3951, 3964, 3956, 3953, 459, 9030, 3947, 3978, 3388, 6721, 3963, 3557, 3965, 455, 3977, 3967, 3950, 2548, 3977, 3953, 3978, 1081, 3977, 3948, 3978, 90, 3953, 3977, 3969, 3947, 7994, 3976, 3973, 3948, 3981, 3977, 3951, 3964, 3557, 3947, 3967, 3952, 3951, 3971, 67, 3950, 3967, 3948, 3947, 8056]"
192,"[2189, 4000, 2189, 4018, 4007, 4007, 3727]"
193,[4387]
194,[1098]
195,[4061]
196,"[2029, 436, 1874, 229, 2637, 298, 229, 424, 1874, 2490, 965, 546, 1512, 424, 533, 1412, 3768, 1090, 498, 190, 207, 716, 1390, 534, 1390, 498, 436, 424, 546, 154, 190, 207, 4177, 534, 1874, 424, 860, 2637, 154, 534, 65, 599, 1810, 1151, 1390, 2347]"
198,"[1691, 806]"
200,[4123]
201,[4134]
202,"[918, 5317, 511]"
203,"[4948, 2190, 4170, 503, 806, 768, 832, 2941, 6012, 544, 964, 4171, 4166, 815, 4172, 4172, 2429, 501, 500, 4167, 2382, 2192, 1188, 540, 4172, 4020, 1185, 2621]"
204,"[4183, 4202, 549]"
205,"[3817, 7708, 4226, 6414, 17451, 2771, 1091, 190, 1098, 4108, 11170, 15498, 850, 2204]"
208,"[4265, 1276, 4270, 1260]"
209,"[314, 456, 680, 257, 1453, 314, 89, 306, 1054, 257, 913]"
210,"[1379, 193, 1099, 1001, 3046, 1075, 72, 1072, 1072, 75, 1713, 1713]"
211,"[30, 8790, 30, 1061, 230, 880, 6086]"
215,"[4355, 4355]"
217,"[2281, 732, 6461, 918, 4395, 4357, 1253, 18632, 4396, 3663, 1718, 7904, 4395, 4610, 2341, 5186, 842, 3011, 7359, 3400, 6257, 3501, 2493, 7449, 4411, 9962, 2475, 16453, 3432, 854, 12276, 198, 4407, 9242, 4397, 3431, 9455, 4422, 4407, 2583]"
218,[2192]
223,"[182, 349]"
224,"[9824, 3768, 67, 5159, 2893, 4495, 4809, 85, 3942, 2861, 13178, 12710, 2567, 6180, 15601, 627, 68, 212, 15122, 58, 3789, 1895, 735, 16859, 13529, 10756, 998, 7144, 10764, 6776, 1390, 13892, 5603, 7670, 1013, 1027, 877, 12220, 3291, 4622, 1513, 612, 2648, 7878, 6544, 8111, 11913, 14144, 2027, 15586, 8831, 2480, 5381, 6736, 1886, 1207, 1886, 3784, 9980, 12817, 17478, 18343, 11871, 4792, 12603, 17157, 1850, 17505, 1122, 15387, 2531, 3299, 9032, 10662, 3920, 6241, 10761, 14106, 16466, 16859, 4541, 99, 12219, 6544, 95, 18343, 4978]"
225,"[9213, 5597, 423, 2028, 8294, 10501, 377, 4297, 1338, 14304, 4510, 18544, 163, 7, 17480, 14827, 10647, 13847, 3551, 18487, 9242, 17413, 475, 460, 1548, 5147, 727, 15846, 11258, 8386, 3727, 2971, 16344, 5147, 6133, 9120, 6811, 2654, 5598, 4505, 11865, 9452, 13727, 2750, 6802, 757, 1216, 949, 3184, 8921, 6014, 9214, 10034, 8880, 2381, 514, 3087, 5880, 1281, 5754, 1876, 8912, 3810, 1254, 880, 516, 3300, 497, 4021, 1526, 808, 953, 378, 45, 3810, 8947, 15846, 758, 682, 88, 14119, 1180, 6837, 8945, 2186, 6133, 6873, 1299, 9452, 3549, 5598, 23, 746, 3184, 4130, 2740, 12359, 918, 3836, 8473, 3549, 17, 12637, 2744, 3043, 11004, 682, 5968, 834, 18135, 425]"
227,"[1918, 257, 1904, 2802, 2094, 333, 2097, 1918, 543, 2092, 333, 333, 2803, 292, 333, 333, 393, 306, 292, 55, 2803, 393, 291, 2097, 291]"
228,"[4535, 14509, 17054, 10756, 3119, 10970, 618, 4077, 4094, 1136, 11602, 728, 4545, 15124, 630, 3258, 4545, 13539, 3450, 1418, 858, 212, 14632, 6148, 10756, 11736, 222, 219, 2630, 718, 630, 3016, 3119, 4094, 17049, 1947, 602, 4529, 6403, 4524, 4524, 602, 222, 17054, 4094, 4094, 720]"
229,"[1505, 10677, 5105, 8843, 3739, 1985, 228, 1114, 517, 854, 2227, 4553, 489, 5670, 3893, 3416, 5105, 197, 5267, 2959, 425, 4549, 1043, 889, 10385, 18521, 3477, 467, 3057, 1510, 412, 13063, 3177, 16641, 10870, 471, 12951, 8916, 5709, 815, 3866, 13936, 2979, 726, 858, 3456, 487, 3129, 3124, 1201, 1180, 322, 830, 1106, 830, 757, 10870, 314, 248, 1180, 3542, 14423, 10665, 1351, 4549, 190]"
230,[456]
232,"[308, 4566, 10987, 2515, 4566, 10987, 4568, 285]"
234,"[3227, 1394, 1640, 605, 2716]"
235,"[190, 944, 1118, 518]"
236,"[536, 10290, 594, 670, 691, 1379, 2083, 2019, 605, 2051, 6621, 575, 1613, 209, 6679, 2607, 173, 405, 525, 65, 701, 292, 234, 1376, 1981, 191, 679, 1384, 310, 89, 10987, 8887, 576, 4767, 2539, 716, 17993, 191, 154, 8364, 8042, 1556, 6902, 2905, 294, 959, 689, 3237, 3404, 11756, 1384, 12990, 8761, 4618, 14367, 423, 5787, 1376, 192, 575, 750, 7660, 5268, 4252, 1934, 344, 3625, 1511, 4351, 7868, 858, 1981, 1518, 1455, 10290, 704, 295, 5942, 3371, 951, 2632, 527, 300, 300, 4618, 1376, 903, 14300, 3237, 1055, 547, 4710, 327, 288, 327, 2179, 8283, 238, 1406, 969, 4252, 15920, 403, 257, 915, 3371, 575, 1511, 11718, 548, 14723, 572, 538, 276, 7533, 1042, 3081, 155, 533, 2051, 2051, 2135, 311, 3795, 289, 716, 208, 154, 3795, 3080, 986, 1934, 301, 3081, 1976, 1248, 2176, 1511, 3081, 3371, 679, 1767, 2632, 12567, 1518, 70, 501, 868, 13446, 1934, 267, 1463, 9821, 689, 423, 8592, 72, 55, 7137, 683, 10987, 4618, 2022, 982]"
237,"[429, 429]"
238,"[4633, 4632, 4632, 4625, 4639, 4631, 4627, 4632, 4630, 4639, 4632, 4630, 4633, 4625, 4628, 4639, 4626, 4630]"
240,"[5000, 89, 687, 300, 4242, 89, 686, 1042, 89, 4687, 190, 190, 89, 253, 5000, 306, 4687, 466, 1464, 306]"
241,[710]
242,[257]
243,"[511, 2544]"
244,[301]
247,"[4739, 4738]"
248,"[386, 644, 464, 4768, 466, 644, 461, 461, 464, 701, 532, 464, 644, 288]"
249,"[1186, 2839, 968, 1305, 377, 537, 333, 7, 2661, 377, 808, 682, 486, 1400, 7634, 500, 1180, 966, 1184, 5969, 818]"
250,[4130]
252,"[298, 298, 1032, 2546, 980, 1032, 4813, 4814, 1032]"
253,[5226]
255,"[1752, 778, 756, 2156, 238, 238, 756]"
256,"[2548, 2548]"
257,[13451]
261,"[691, 850, 4934, 2203, 682, 4937, 1542, 1195, 691, 4947, 6012, 14831, 1188, 1863, 6012]"
262,[4270]
263,"[6698, 1014]"
264,"[968, 405, 384, 1475, 11336, 7344, 3916, 1009, 2632, 187, 7187, 1009, 15729, 968, 1024, 17398, 2458, 1155, 7821, 1878, 3918, 11793, 4706, 3281, 4126, 1891, 3281, 1007, 9969, 4993, 6742, 1433, 1294, 2668, 9037, 215, 8024, 3067, 3264, 5181, 10961, 640, 981, 12728, 8781, 174, 1008, 1332, 981, 1013, 6708, 72, 18647, 12195, 1795, 2934, 11793, 1460, 8498, 4024, 9658, 18330, 10625, 11339, 63, 18647, 1001, 5494, 180, 4978, 1885, 1470, 2559, 511, 9969, 716, 6742, 6222, 85, 3909, 4983, 1892, 1079, 3966, 7194, 1470, 501, 1007, 5494, 5072, 8802, 157, 6070, 157, 6742, 2469, 5522, 13941, 9720, 12550, 1829, 2668, 4915, 1007, 3427, 258, 1883, 1007, 152, 3427, 1255, 7316, 15729, 13393, 722, 1026, 6070, 17350, 15795, 3674, 2562, 1122, 4993, 1306, 14646, 3266, 8135, 3987, 6708, 9658, 11339, 991, 18677, 12787, 3966, 1941, 1255, 4880, 2469, 4308, 1309, 11690, 996, 994, 2571, 9234, 1375, 155, 16503, 3301, 71, 3272, 2044, 7344, 12787, 17340, 5494, 1016, 2347, 1018, 17825, 15729, 166, 994, 3916]"
265,"[234, 512, 4994]"
266,"[533, 8806]"
267,"[325, 498, 403, 691, 2020, 344, 291, 458, 498, 378]"
270,[5307]
273,"[5071, 5062, 5060, 7955, 12840, 1541, 5069, 815, 930, 5062, 378, 813, 830, 761]"
274,"[1713, 375, 5083]"
275,"[5097, 3617]"
278,[289]
279,[5127]
280,"[1934, 3186]"
281,[917]
282,"[2742, 1813, 4031, 2787, 1132, 3471, 2787, 1249, 715, 730, 975, 868, 1369, 1415, 1244, 2786, 562, 1413, 3065]"
283,"[5183, 763, 5183, 56, 18608, 56, 18039, 80, 7017, 8208, 10150, 9860, 288, 276, 18059, 3109, 1801, 5182, 5189, 1824]"
284,"[5201, 5201, 5201]"
285,"[854, 1206]"
286,[13015]
289,"[207, 540, 481, 540, 481]"
290,"[159, 5259, 99, 905]"
295,"[3476, 1350]"
296,"[5367, 5367]"
297,"[5150, 7935, 7904, 13288, 689, 3797, 887, 4799, 3057, 12164, 7935, 425, 618, 1934, 1512, 1159, 13576, 6680, 554, 3677, 2137, 3112, 16691, 10617, 7126, 10232, 2121, 1109, 7675, 2855, 2121, 1161, 15090, 212, 12918, 9032, 1814, 9585, 4793, 5420, 3690, 12481, 5263, 3905, 429, 5153, 1231, 2623, 887, 12078, 225, 3200, 3003, 718, 216, 618, 4796, 1833, 12481, 196, 12481, 1512, 1243, 3205, 1048, 3797, 3902, 3112, 5412, 436, 3030, 6417, 226, 5424, 898, 298, 16691, 5440, 13406, 15863, 11899, 622, 2137, 1127, 7642, 887, 1424, 5153, 9487, 618, 12978, 9585, 13576, 1504, 1833, 214, 2083, 4796, 5422, 1097, 12065]"
298,"[986, 1090]"
299,"[2179, 3200, 329, 1556, 65]"
300,[705]
301,[55]
302,"[89, 292, 955, 89, 89, 1114, 5460]"
307,"[2745, 2681, 5493, 5348, 5492, 5515]"
308,[1412]
310,"[475, 2939, 292, 1409]"
311,[1397]
312,"[15325, 3324, 1906, 3324, 14613]"
313,"[198, 8794, 947, 710, 181, 4180, 5672, 380]"
314,"[4490, 335]"
316,"[707, 1104, 72]"
317,"[1130, 1806, 67, 441, 3472, 599, 1244, 12357, 5620, 1103, 5242, 1372, 2265, 5844, 854, 11492, 1369, 1811, 220, 212, 1249, 292, 573, 707, 1103, 67, 735, 212, 2265, 230, 735, 868, 154, 599, 441, 5614, 429, 868]"
318,"[701, 701, 300]"
320,"[6257, 12508, 2544, 1489, 197, 5626, 390, 2006, 3620, 5554, 211, 2043, 878, 1079, 3244, 18, 7211, 7126, 8649, 2638, 4520, 1093, 1639, 1833, 53, 6585]"
321,"[7, 724, 4342]"
324,"[5696, 5817]"
325,"[506, 5703, 7457, 5714, 2, 4887, 5703, 5704, 515, 5705, 5707, 5701]"
326,"[472, 283, 538, 3376, 533, 538, 283, 306, 342]"
328,[5733]
329,"[3866, 288]"
331,[1452]
334,"[1520, 5783, 207, 207]"
336,"[5793, 5799, 13399, 5803, 11905, 148, 5586, 4090, 13434, 1400, 5804, 14869, 190, 2681, 377, 4852, 486, 14869, 5797, 64, 5793, 5803, 4126, 2771, 5801, 377, 520, 17221, 4126, 154, 2836, 5799, 7029, 190, 436, 1134, 432, 1700, 486, 13434, 726]"
337,"[1524, 1524, 1524, 1524, 1524]"
338,"[952, 2973]"
340,"[525, 289, 701, 300, 4567, 903, 1604, 1604, 227, 3795, 292, 5488, 1377, 4344, 4572, 525, 163, 868, 1412]"
341,[5886]
343,[707]
345,[5929]
346,"[300, 542]"
347,"[978, 2956]"
349,"[5067, 2429, 4096, 5067, 4096, 328, 3721]"
351,"[1034, 1609, 1034, 1034]"
352,"[89, 680, 471, 680, 982]"
353,[5987]
354,"[289, 299, 325, 301]"
355,"[6006, 488, 1852]"
356,"[5967, 6013, 6012, 6026]"
357,"[14768, 1090, 51, 444, 18617, 6909, 748, 603, 3466, 7694, 10391, 735, 237, 3053, 6909, 6031, 7079, 1943, 969, 10547, 697, 7343, 8026, 14225, 5913, 2134, 13661, 14774, 17873, 10314, 51, 969, 3702, 14773, 8678, 64, 6032, 2158, 2029, 998, 10616, 1745, 3303, 6032, 5912, 99, 599, 8678, 72, 17873, 3687, 14646, 548, 6909, 1083, 599, 1379, 2134, 70, 1890, 14742, 3370, 9135, 1883, 1122, 429, 1151, 1504, 1017, 868, 5924, 4245, 1099, 10384]"
358,"[2136, 868, 6046, 6055, 14860]"
359,"[1015, 1882, 998]"
360,"[6076, 6076, 6076]"
362,[421]
364,"[2475, 3000, 9560, 755, 6466, 1835, 12367, 4359, 715, 2606, 13000, 429, 4543, 11640, 227, 232, 13556, 1730, 11463, 3617, 219, 9598, 16555, 14065, 11802, 11289, 1954, 2422, 4087, 6906, 1709, 2899, 3279, 2415, 735, 751, 3259, 11652, 3260, 1098, 16177, 14693, 6469, 8506, 863, 3747, 9598, 380, 1103, 5416, 751, 59, 7056, 14236, 12220, 11896, 11640, 1098]"
365,[6149]
366,"[6184, 1404]"
367,[6199]
368,[423]
369,[426]
370,"[1383, 11236, 154, 1866, 4385, 8017, 8264, 1026, 3171, 189, 1094, 1179, 1383, 205, 210, 221, 966, 1179, 154, 2524, 1094, 2176, 1131, 418, 2843, 2454, 11500, 722, 5926, 65, 5099, 722, 86, 310, 856]"
372,"[1873, 481, 89, 6250, 487, 488, 1104, 289, 3758, 2014]"
374,[2556]
377,"[824, 953, 936, 843, 4327, 15, 957, 4333, 923, 4319, 1358, 4319]"
378,"[982, 8169, 601, 706, 2346, 706, 951, 1825]"
380,"[913, 915, 67, 318, 6308, 1601, 289, 18425, 465, 289, 5463, 295, 465, 296, 6308, 332, 1601, 285]"
383,[498]
385,"[461, 289]"
386,"[959, 2361]"
