(1, 270, 0.5)
(2, 7457, 0.5)
(2, 515, 0.2886751345948129)
(2, 5707, 0.5)
(3, 1531, 0.2651650429449553)
(3, 7915, 0.375)
(3, 4272, 0.2651650429449553)
(3, 1276, 0.4008918628686366)
(3, 4265, 0.20412414523193154)
(3, 1254, 0.31622776601683794)
(3, 2749, 0.35355339059327373)
(4, 1910, 0.22360679774997896)
(6, 4271, 0.25)
(6, 949, 0.1599005372667078)
(6, 2755, 0.4082482904638631)
(6, 1276, 0.33407655239053047)
(6, 1143, 0.44194173824159216)
(6, 506, 0.22360679774997896)
(7, 4103, 0.26382242650554316)
(7, 3069, 0.15075567228888181)
(7, 8347, 0.11306675421666136)
(7, 17, 0.10660035817780522)
(7, 23, 0.053300179088902604)
(7, 3287, 0.04767312946227962)
(7, 31, 0.15075567228888181)
(7, 4130, 0.08703882797784893)
(7, 36, 0.1538643637241659)
(7, 4161, 0.21320071635561044)
(7, 45, 0.26156941833108205)
(7, 423, 0.03668369910333889)
(7, 59, 0.07180336973794409)
(7, 65, 0.17697746389660104)
(7, 67, 0.02495325642529748)
(7, 12357, 0.15075567228888181)
(7, 70, 0.10050378152592121)
(7, 72, 0.04427897244481003)
(7, 4170, 0.18463723646899907)
(7, 2130, 0.08058229640253803)
(7, 4180, 0.1256297269074015)
(7, 88, 0.08547043234472845)
(7, 89, 0.06397078946489487)
(7, 7183, 0.10660035817780522)
(7, 96, 0.12309149097933272)
(7, 359, 0.15075567228888181)
(7, 10351, 0.10660035817780521)
(7, 6257, 0.1305582419667734)
(7, 15038, 0.07537783614444091)
(7, 15481, 0.15075567228888181)
(7, 8907, 0.10660035817780521)
(7, 18577, 0.18844459036110228)
(7, 152, 0.044348429699181194)
(7, 154, 0.2323300943211463)
(7, 4251, 0.11798497593106737)
(7, 163, 0.18844459036110228)
(7, 15063, 0.31980107453341566)
(7, 171, 0.09534625892455922)
(7, 173, 0.2043173531741267)
(7, 176, 0.11396057645963795)
(7, 184, 0.08058229640253803)
(7, 186, 0.07537783614444091)
(7, 190, 0.1387818454133422)
(7, 191, 0.08703882797784893)
(7, 715, 0.2383656473113981)
(7, 197, 0.13762047064079508)
(7, 198, 0.4419799999392736)
(7, 202, 0.16116459280507606)
(7, 203, 0.09534625892455922)
(7, 206, 0.1939078837481322)
(7, 207, 0.050564989684743156)
(7, 209, 0.22652576112783607)
(7, 212, 0.03668369910333889)
(7, 221, 0.12820564851709268)
(7, 4318, 0.21320071635561044)
(7, 225, 0.07462025072446364)
(7, 226, 0.1846372364689991)
(7, 227, 0.1789066118330336)
(7, 229, 0.13143743198114655)
(7, 230, 0.12087344460380703)
(7, 233, 0.3098753415048175)
(7, 234, 0.1919590113333718)
(7, 4135, 0.31980107453341566)
(7, 238, 0.04865618401009518)
(7, 3193, 0.04351941398892446)
(7, 250, 0.07537783614444091)
(7, 8919, 0.07537783614444091)
(7, 2532, 0.21320071635561044)
(7, 4368, 0.10660035817780521)
(7, 285, 0.07336739820667777)
(7, 8479, 0.04351941398892446)
(7, 288, 0.048167164724278275)
(7, 289, 0.04046851288050203)
(7, 292, 0.053300179088902604)
(7, 6439, 0.13325044772225653)
(7, 300, 0.08956221510397983)
(7, 302, 0.0646359612493774)
(7, 6453, 0.06043672230190352)
(7, 6454, 0.10072787050317253)
(7, 735, 0.18463723646899907)
(7, 318, 0.10054995831748047)
(7, 3129, 0.0799502686333539)
(7, 3471, 0.14301938838683886)
(7, 355, 0.046159309117249775)
(7, 14692, 0.2261335084333227)
(7, 377, 0.2041241452319315)
(7, 378, 0.24618298195866545)
(7, 10310, 0.26382242650554316)
(7, 2794, 0.18844459036110228)
(7, 383, 0.050564989684743156)
(7, 2432, 0.14301938838683886)
(7, 2440, 0.21541010921383227)
(7, 6539, 0.09534625892455922)
(7, 4494, 0.10660035817780522)
(7, 403, 0.16261090889699772)
(7, 418, 0.028718984290030634)
(7, 8262, 0.12309149097933272)
(7, 424, 0.17407765595569782)
(7, 429, 0.054399267486155575)
